Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Gerechten;Kip-kerriesaus/rijst koelvers ;portie;400;144;6;19;5;2;3;0;0.8;0;0;1.5;403;17;0.7;;6;;140;45;56;0.09;0.06;0.12;;1;;;;0.6;0.4;18.3;12;8
Gerechten;Lasagna +vlees/saus gekoe ;portie;400;155;9;13;8;3;5;0.3;1.4;11;0;0.4;413;83;0.8;17;4;0.7;193;83;;0.21;0.11;0.07;0.23;1;0.2;0.2;;0.8;4.7;8.2;20;9.8
Gerechten;Lasagne m saus/vlees diepvr ;pak;400;125;5;14;6;3;3;0.2;0.5;11;0;0.4;420;83;3;17;4;0.7;193;83;;0.09;0.13;0.07;0.23;3;0.2;0.2;;0.8;5.1;8.7;12;16
Gerechten;Macaroni met vlees en saus ;portie;400;155;9;13;8;3;5;0.3;1.4;11;0;0.4;413;83;0.8;17;4;0.7;193;83;;0.21;0.11;0.07;0.23;1;0.2;0.2;;0.8;4.7;8.2;20;9.8
Gerechten;Macaroni+ham+kaassaus bl ;aardappellepel;50;101;5;9;5;2;3;0.2;0.9;15;0;0.3;450;45;2;;;;70;60;;0.02;0.04;0.04;;0;;;;0.4;1;8;8;12
Gerechten;Minipizza ;stuks;100;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5
Gerechten;Nasi goreng blik/diepvries ;portie;350;126;4;22;3;1;2;0.4;0.6;5;0;0.8;438;27;0.5;10;9;0.48;112;66;11;0.14;0.03;0.12;0.16;0;0.3;0.8;5;0.6;0;21.8;13;16.1
Gerechten;Nasi goreng koelverse ;portie;350;164;5;26;5;1;4;;0.8;0;0;0.8;537;;0.7;;5;;110;;3;0.06;0.03;0.12;;0;;;;0.1;5.7;20;14;
Gerechten;Nasi goreng m ei ;portie;350;127;7;19;3;1;2;0;0.5;26;0;0.8;537;16;0.9;15;4;0.74;58;68;1;0.1;0.07;0.1;0.16;3;0.4;0.2;5;0.8;4.2;14.8;4;10.5
Gerechten;Pannenkoek ;stuks;70;195;8;29;5;2;3;0;1.3;25;0;0.6;217;106;0.8;21;3;0.73;209;201;37;0.1;0.22;0.04;0.3;1;0.5;0.3;6;0.4;4.9;24.3;20;24.2
Gerechten;Pizza ;stuks;350;211;10;26;8;2;6;0.1;1.3;51;0;1.4;709;147;0.7;19;4;1.07;201;150;29;0.08;0.11;0.13;0.27;7;0.3;2.1;21;1.2;7;19.1;12;15.5
Gerechten;Pizza crossabodem diepvr ;stuks;300;264;10;27;13;6;7;0.5;1.2;51;0;1.7;582;147;0.7;19;4;1.07;201;150;29;0.1;0.16;0.13;0.59;10;0.3;2.1;;1.5;5.7;21.6;14;15.2
Gerechten;Pizza m groente diepvries ;stuks;400;162;8;24;4;1;3;0;0.7;0;0;1.7;550;147;0.7;19;4;1.07;201;150;31;0.1;0.16;0.13;0.29;10;0.3;2.1;;1.5;4;20;10;20
Gerechten;Pizza m vlees diepvries ;stuks;350;202;9;25;7;3;4;0.2;0.8;51;0;1.7;517;147;0.7;19;4;1.07;180;150;31;0.09;0.11;0.13;0.59;5;0.3;2.1;17;1.5;3.5;21.9;12;17.2
Gerechten;Pizza met kaas/tomaat ;stuks;350;211;10;26;8;2;6;0.1;1.3;51;0;1.4;709;147;0.7;19;4;1.07;201;150;29;0.08;0.11;0.13;0.27;7;0.3;2.1;21;1.2;7;19.1;12;15.5
Gerechten;Pizza mini (diepvries) ;diepvries;;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5
Gerechten;Poesta groentemix gek mz ;;;45;3;6;1;0;1;0;0.3;0;0;2.9;250;;1;;;;200;;157;0.1;0.1;;0;30;0;;;;0;6;12;
Gerechten;Poesta groentemix gek zz ;gram;1;45;3;6;1;0;1;0;0.3;0;0;2.9;20;;1;;;;200;;157;0.1;0.1;;0;30;0;;;;0;6;12;
Gerechten;Ragout m vlees ;aardappellepel;50;103;4;9;6;2;4;0;0.5;23;0;0.1;404;11;0.4;12;5;0.52;122;75;47;0.11;0.02;0.13;0.16;0;0.6;0;3;2.7;1.5;7.8;1;18.8
Gerechten;Ratatouille mz ;groentelepel punt;50;45;3;6;1;0;1;0;0.3;0;0;2.9;250;;1;;;;200;;157;0.1;0.1;;0;30;0;;;;0;6;12;
Gerechten;Ratatouille zz ;groentelepel punt;50;45;3;6;1;0;1;0;0.3;0;0;2.9;20;;1;;;;200;;157;0.1;0.1;;0;30;0;;;;0;6;12;
Gerechten;Ravioli bereid ;stuks;18;120;6;12;6;2;3;0.5;0.2;10;0;0.3;500;20;1.2;10;4;0.3;90;25;;0.08;0.04;0.07;0.27;0;0.2;0.2;;0.6;2.8;9.2;14;4.4
Gerechten;Rode kool puree Jachtsch ;portie;400;92;5;11;3;1;2;;0.5;;0;2.5;;;0.7;;;;;;;0.05;0.06;;;5;;;;;1.3;10.3;4;
Gerechten;Spaghetti Bolognese ;tang;50;120;6;12;6;2;3;0.5;0.2;10;0;0.3;500;20;1.2;10;4;0.3;90;25;;0.08;0.04;0.07;0.27;0;0.2;0.2;;0.6;2.8;9.2;14;4.4
Gerechten;Spaghetti+kaas+tomsaus bl ;blik;400;79;3;10;3;2;1;0.1;0;;0;0.3;500;20;1.5;;;;90;25;;0.04;0.04;0.04;;0;;;4;0.5;1;9;8;8.3
Gerechten;Stamppot andijvie mz ;groentelepel punt;100;58;2;12;0;0;0;0;0;0;0;2.7;400;25;0.6;16;1;0.27;385;51;21;0.08;0.06;0.19;0.03;6;0;0.1;18;0.4;1.1;11;7;24.3
Gerechten;Stamppot andijvie zz ;groentelepel punt;100;58;2;12;0;0;0;0;0;0;0;2.7;11;25;0.6;16;1;0.27;385;51;21;0.08;0.06;0.19;0.03;6;0;0.1;18;0.4;1.1;11;7;24.3
Gerechten;Stamppot boerenkool mz ;groentelepel punt;110;79;3;12;2;1;1;0;0.7;0;0;2.7;400;53;0.7;14;1;0.21;328;58;131;0.08;0.09;0.2;0;16;0.2;0;19;0.6;0.7;11.2;10;23.2
Gerechten;Stamppot boerenkool zz ;groentelepel punt;110;79;3;12;2;1;1;0;0.7;0;0;2.7;23;53;0.7;14;1;0.21;328;58;131;0.08;0.09;0.2;0;16;0.2;0;19;0.6;0.7;11.2;10;23.2
Gerechten;Tjap tjoi z rijst ;portie;350;40;6;3;1;0;0;0;0.1;13;0;1.1;96;26;0.5;10;4;0.34;279;63;133;0.1;0.05;0.14;0.07;3;0.3;0.2;13;2.3;1.1;1.4;4;11.3
Gerechten;Tortellini koelverse maaltijd ;pak;350;157;6;14;9;4;4;;0.7;11;0;0.4;413;83;0.8;17;4;0.7;193;83;;0.04;0.16;0.07;;0;0.2;0.2;;0.8;5.1;8.7;14;14.6
Gerechten;Tortilla ongevuld ;gram;1;195;8;29;5;2;3;0;1.3;25;0;0.6;217;106;0.8;21;3;0.73;209;201;37;0.1;0.22;0.04;0.3;1;0.5;0.3;6;0.4;4.9;24.3;20;24.2
Gerechten;Watergruwel Bessola ;dessertschaaltje;150;70;1;17;0;0;0;0;0;0;0;1;2;6;0.6;10;1;0.11;148;22;0;0.01;0.01;0.04;0;3;0;0.1;2;0.2;14;3;2;44
Gerechten;wortelstamppot (+ui mz) ;;;53;1;9;1;1;1;0;0.4;0;0;2.3;400;18;0.4;11;0;0.18;279;42;239;0.05;0.04;0.14;0;5;0.1;0.2;10;0.4;2.1;6.8;5;32.3
Gerechten;wortelstamppot (+ui zz) ;;;53;1;9;1;1;1;0;0.4;0;0;2.3;18;18;0.4;11;0;0.18;279;42;239;0.05;0.04;0.14;0;5;0.1;0.2;10;0.4;2.1;6.8;5;32.3
Gerechten;Zuurkool rauw ;dessertschaaltje;90;7;1;1;0;0;0;0;0;0;0;3.2;600;62;0.3;9;3;0.12;210;30;2;0;0.04;0.13;0;25;0;0.1;9;0.2;0;0.6;4;27.3
Gerechten;Zuurkoolstampp z vlees ber ;groentelepel punt;110;49;2;10;0;0;0;0;0;0;0;2.6;85;29;0.5;13;1;0.2;296;48;2;0.06;0.05;0.19;0.03;9;0;0;7;0.3;1;9;6;26.7
Gerechten;Zuurkoolstamppot m worst ;groentelepel punt;110;88;4;9;4;2;3;0;0.5;5;0;2.3;192;28;0.6;14;3;0.43;285;68;6;0.08;0.07;0.18;0.15;8;0.1;0.1;7;0.7;0.9;7.8;5;18.9
Gerechten;Zuurkoolstamppot mz ;groentelepel rond;80;53;1;9;1;1;1;0;0.4;0;0;2.3;400;18;0.4;11;0;0.18;279;42;239;0.05;0.04;0.14;0;5;0.1;0.2;10;0.4;2.1;6.8;5;32.3
Gerechten;Zuurkoolstamppot zz ;groentelepel rond;80;53;1;9;1;1;1;0;0.4;0;0;2.3;18;18;0.4;11;0;0.18;279;42;239;0.05;0.04;0.14;0;5;0.1;0.2;10;0.4;2.1;6.8;5;32.3
Groente, fruit, peulvruchten;Aalbessen ;dessertschaaltje;100;24;1;5;0;0;0;0;0;0;0;8.2;2;20;1;13;0;0.2;295;40;2;0.08;0.02;0.07;0;10;0;0.1;11;0.2;4;1;4;40
Groente, fruit, peulvruchten;Aardbeien ;dessertschaaltje;100;23;1;5;0;0;0;0;0;0;0;2.2;3;15;0.5;13;0;0.12;183;29;1;0.02;0.03;0.06;0;60;0;0.4;65;0.3;5.1;0;3;41.4
Groente, fruit, peulvruchten;Aardbeien op siroop ;dessertschaaltje;125;70;1;17;0;0;0;0;0;0;0;0.9;9;11;1.1;7;0;0.1;87;15;0;0.01;0.02;0.03;0;29;0;0.2;20;0.3;16.9;0;2;30
Groente, fruit, peulvruchten;Aardbeienpuree ;eetlepel rond;30;80;0;20;0;0;0;0;0;0;0;0.9;2;11;1.1;;;;98;15;0;0.01;0.02;0.03;0;29;;;13;0.3;20;0;0;
Groente, fruit, peulvruchten;Abrikozen gedroogd ;stuks;3;256;5;59;0;0;0;0;0;0;0;14.4;25;90;4;65;7;0.2;1.5;120;87;0.17;0.16;0.15;0;0;0;4;8;3.3;56;3;20;24
Groente, fruit, peulvruchten;Abrikozen m schil ;product ;;36;1;8;0;0;0;0;0;0;0;2.1;0;20;0.8;12;0;0.1;283;20;104;0.06;0.05;0.06;0;5;0;0.5;4;0.8;8;0;4;20
Groente, fruit, peulvruchten;Abrikozen op siroop ;dessertschaaltje;125;67;0;16;0;0;0;0;0.1;0;0;1.2;10;19;0.2;5;0;0.1;150;8;55;0.01;0.01;0.06;0;5;0;0.9;1;0.3;16.1;0;2;20
Groente, fruit, peulvruchten;Agoemawiwiri rauw ;gram;1;57;5;7;1;0;1;0;0;0;0;1.4;;200;9.9;;;;;60;0;0.18;0.35;;0;61;;;59;0.1;3;4;20;12
Groente, fruit, peulvruchten;Alfalfa bereid mz ;groentelepel punt;45;49;6;4;1;0;1;0;0.4;0;0;0.3;250;40;1;14;1;0.3;74;37;4;0.22;0.4;0.09;0;7;0;0.1;16;1;0;4;24;6.2
Groente, fruit, peulvruchten;Alfalfa bereid zz ;groentelepel punt;45;49;6;4;1;0;1;0;0.4;0;0;0.3;5;40;1;14;1;0.3;74;37;4;0.22;0.4;0.09;0;7;0;0.1;16;1;0;4;24;6.2
Groente, fruit, peulvruchten;Alfalfa rauw ;bakje ;;41;5;3;1;0;1;0;0.4;0;0;3.5;5;40;1;53;1;0.6;74;48;3;0.22;0.4;0.12;0;15;0;0;56;1;0;3;20;9.6
Groente, fruit, peulvruchten;Amsoi gekookt mz ;gram;1;28;2;5;0;0;0;0;0;0;0;0.6;250;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8
Groente, fruit, peulvruchten;Amsoi gekookt zz ;gram;1;28;2;5;0;0;0;0;0;0;0;0.6;22;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8
Groente, fruit, peulvruchten;Amsoi rauw ;eetlepel punt;40;28;2;5;0;0;0;0;0;0;0;0.6;22;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8
Groente, fruit, peulvruchten;Ananas ;product ;;50;0;12;0;0;0;0;0;0;0;1.2;0;12;0.4;17;0;0.1;180;8;0;0.07;0.02;0.09;0;25;0;0.1;4;0.2;12;0;2;20
Groente, fruit, peulvruchten;Ananas op siroop ;schijf;57;60;0;15;0;0;0;0;0;0;0;1.1;2;10;0.3;12;0;0.08;99;11;2;0.06;0;0.06;0;13;0;0.1;9;0.2;14.6;0;2;27.5
Groente, fruit, peulvruchten;Andijvie blik/glas ;groentelepel punt;60;8;1;1;0;0;0;0;0;0;0;4.5;150;40;2;10;0;0.45;175;20;175;0.02;0.05;0.02;0;2;0;1.5;42;0.2;0;1;4;20
Groente, fruit, peulvruchten;Andijvie diepvries onbereid ;groentelepel punt;60;12;2;1;0;0;0;0;0;0;0;2.2;10;41;0.6;10;0;0.34;150;22;175;0.03;0.03;0.06;0;5;0;1.5;42;0.4;0;1;8;11
Groente, fruit, peulvruchten;Andijvie gekookt mz ;groentelepel punt;60;10;2;1;0;0;0;0;0;0;0;4.5;250;59;0.6;9;0;0.45;279;34;175;0.06;0.06;0.05;0;0;0;1.5;42;0.4;0;1;6;22.7
Groente, fruit, peulvruchten;Andijvie gekookt zz ;groentelepel punt;60;10;2;1;0;0;0;0;0;0;0;4.5;30;59;0.6;9;0;0.45;279;34;175;0.06;0.06;0.05;0;0;0;1.5;42;0.4;0;1;6;22.7
Groente, fruit, peulvruchten;Andijvie rauw ;dessertschaaltje;35;5;1;0;0;0;0;0;0;0;0;2.2;29;43;0.9;11;1;0.28;287;22;83;0.05;0.06;0.06;0;3;0;0.3;50;0.4;0;0.3;4;22
Groente, fruit, peulvruchten;Antroewa rauw ;eetlepel rond;25;28;1;6;0;0;0;0;0;0;0;1.2;3;25;0.8;11;0;0.2;279;30;;0.04;0.04;0.09;0;3;0;0;13;0.8;2;4;4;30
Groente, fruit, peulvruchten;Appel m schil ;middel;150;49;0;12;0;0;0;0;0;0;0;2.3;2;4;0.2;5;0;0.04;121;11;2;0.02;0.01;0.05;0;8;0;0.5;3;0.2;11.8;0;2;27.5
Groente, fruit, peulvruchten;Appel z schil ;middel;120;50;0;12;0;0;0;0;0;0;0;2.2;1;3;0.1;3;0;0.02;129;10;2;0.02;0.01;0.05;0;5;0;0.1;3;0.2;12;0;2;25
Groente, fruit, peulvruchten;Appelmoes ;dessertschaaltje;205;68;0;17;0;0;0;0;0;0;0;1.4;10;4;0.3;4;0;0.04;94;8;2;0.02;0.02;0.05;0;6;0;0.4;0;0.1;16.6;0;1;26.7
Groente, fruit, peulvruchten;Appeltjes gedroogd ;stuks;3;266;2;65;0;0;0;0;0;0;0;9.6;10;50;1;16;0;0.5;900;50;11;0.1;0.1;0.12;0;0;0;1.5;0;0.6;51;14;6;33.3
Groente, fruit, peulvruchten;Artisjok rauw ;product ;;46;2;10;0;0;0;0;0;0;0;1.5;47;53;1.5;22;1;0.5;353;130;4;0.14;0.01;0.03;0;8;0;0.2;50;0.9;9.5;0;8;65
Groente, fruit, peulvruchten;Asperges blik/glas ;dikke;13;16;1;3;0;0;0;0;0;0;0;0.5;200;15;0.6;10;0;0.5;200;30;0;0.04;0.04;0.03;0;12;0;0.2;56;0.5;1;2;4;30
Groente, fruit, peulvruchten;Asperges gekookt mz ;portie;400;16;1;3;0;0;0;0;0;0;0;0.5;250;20;1;13;1;0.7;200;60;0;0.1;0.07;0.03;0;10;0;1.2;56;0.6;1;2;4;60
Groente, fruit, peulvruchten;Asperges gekookt zz ;portie;400;16;1;3;0;0;0;0;0;0;0;0.5;5;20;1;13;1;0.7;200;60;0;0.1;0.07;0.03;0;10;0;1.2;56;0.6;1;2;4;60
Groente, fruit, peulvruchten;Asperges rauw ;stuks;42;16;1;3;0;0;0;0;0;0;0;1.5;5;20;1;20;1;0.5;200;60;0;0.1;0.07;0.03;0;30;0;1.2;;0.6;1;2;4;60
Groente, fruit, peulvruchten;Atjar tjampoer zoetzuur gr ;eetlepel;40;24;1;5;0;0;0;0;0;0;0;2.8;408;40;0.5;8;;;138;45;90;;;;0;;0;;23;;5;0;4;45
Groente, fruit, peulvruchten;Aubergine gekookt mz ;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;250;10;0.5;8;1;0.1;200;12;6;0.04;0.05;0.06;0;4;0;0;4;0.6;3;0;4;12
Groente, fruit, peulvruchten;Aubergine gekookt zz ;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;10;10;0.5;8;1;0.1;200;12;6;0.04;0.05;0.06;0;4;0;0;4;0.6;3;0;4;12
Groente, fruit, peulvruchten;Aubergine rauw ;middel;400;16;1;3;0;0;0;0;0;0;0;2.5;10;10;0.5;11;0;0.2;200;12;6;0.04;0.05;0.07;0;10;0;0;96;0.6;3;0;4;12
Groente, fruit, peulvruchten;Augurken Na- glas ;middel;22;24;1;5;0;0;0;0;0;0;0;1.3;16;20;0.2;10;0;0.18;120;21;13;0.02;0.03;0.04;0;2;0;0.4;4;0;5;0;4;21
Groente, fruit, peulvruchten;Augurken zoetzuur glas ;middel;22;18;1;4;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;56;21;13;0;0;0.04;0;2;0;0.4;4;0;3.4;0.2;4;23.3
Groente, fruit, peulvruchten;Augurken zoetzuur Na- glas ;grote;22;16;1;3;0;0;0;0;0;0;0;1.3;40;16;0.2;10;0;0.18;100;21;13;0;0;0.04;0;2;0;0.4;4;0;2.8;0;4;19.1
Groente, fruit, peulvruchten;Augurken zoetzuur z suiker ;stuks;10;13;1;2;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;85;21;13;0;0;0.04;0;2;0;0.4;4;0;0;1.5;4;19.1
Groente, fruit, peulvruchten;Avocado rauw ;middel;180;190;2;2;20;2;17;0;1.5;0;0;4.3;3;11;0.4;25;1;0.4;377;39;5;0.1;0.18;0.36;0;6;0;3.2;11;1.7;1.8;0;8;20.5
Groente, fruit, peulvruchten;Babyvoeding fruit 12 mnd ;pot;250;70;1;16;0;0;0;0;0;0;0;1.4;7;29;0.2;7;1;0.06;177;17;5;;;;0;15;;;3;;11;4.9;2;18.9
Groente, fruit, peulvruchten;Babyvoeding fruit 4 mnd ;pot;150;69;1;16;0;0;0;0;0.1;0;0;1.5;11;40;0.3;11;2;0.14;185;32;5;;;;0;38;;;3;;11.4;4.9;3;45.7
Groente, fruit, peulvruchten;Babyvoeding fruit 6 mnd ;pot;200;74;1;18;0;0;0;0;0;0;0;1.3;7;40;;11;2;0.14;185;32;5;;;;0;25;0;;3;;13.4;4.3;3;45.7
Groente, fruit, peulvruchten;Babyvoeding fruit 8 mnd ;pot;200;77;1;18;0;0;0;0;0.3;0;0;1.3;11;40;0.3;10;2;0.15;154;30;5;;;;0;20;0;;3;;12.5;5.1;4;37.5
Groente, fruit, peulvruchten;Babyvoeding groente 4 mnd ;pot;150;52;1;11;0;0;0;0;0;0;0;2.1;21;31;1;18;1;0.34;245;45;;;;;0;9;0;;2;;5.3;6;6;32.1
Groente, fruit, peulvruchten;Bakbanaan plantain rijp rauw ;eetlepel punt;45;132;1;32;0;0;0;0;0;0;0;0.5;0;10;0.8;37;2;0.1;385;35;0;0.06;0.04;0.3;0;12;0;0.2;16;0.6;15;17;4;35
Groente, fruit, peulvruchten;Bamboespruiten blik/glas ;gram;1;32;2;6;0;0;0;0;0;0;0;0.5;4;33;0.4;3;1;0.2;530;41;1;0.15;0.07;0.1;0;4;0;0.2;18;0.6;0;6;8;20.5
Groente, fruit, peulvruchten;Banaan ;middel;130;88;1;20;0;0;0;0;0;0;0;2.7;1;5;0.4;29;4;0.15;358;25;4;0.04;0.03;0.36;0;10;0;0.3;16;0.7;16.9;3.5;5;20.8
Groente, fruit, peulvruchten;Bessen blauwe ;dessertschaaltje;100;48;1;11;0;0;0;0;0;0;0;8.4;1;5;0.3;5;0;0.2;85;12;4;0.02;0.03;0.05;0;10;0;1.9;11;0.3;10;1;4;12
Groente, fruit, peulvruchten;Bessen bos- ;dessertschaaltje;100;28;1;6;0;0;0;0;0;0;0;7.3;1;15;1;2;1;0.1;80;15;1;0.01;0.02;0.04;0;10;0;1.9;11;0.4;6;0;4;15
Groente, fruit, peulvruchten;Bessen rode ;dessertschaaltje;100;24;1;5;0;0;0;0;0;0;0;8.2;2;20;1;13;0;0.2;295;40;2;0.08;0.02;0.07;0;10;0;0.1;11;0.2;4;1;4;40
Groente, fruit, peulvruchten;Bessen vossen- ;dessertschaaltje;100;57;1;11;1;0;1;0;0.1;0;0;4.2;0;15;0.6;7;0;0.2;90;12;14;0.03;0.02;0.07;0;13;0;1;11;0.1;10;1;4;12
Groente, fruit, peulvruchten;Bieten gekookt mz ;groentelepel punt;50;23;1;5;0;0;0;0;0;0;0;2.9;250;22;0.3;13;0;0.34;344;31;1;0.05;0.05;0.04;0;3;0;0.1;23;0.1;4.6;0;5;25.8
Groente, fruit, peulvruchten;Bieten gekookt zz ;groentelepel punt;50;23;1;5;0;0;0;0;0;0;0;2.9;62;22;0.3;13;0;0.34;344;31;1;0.05;0.05;0.04;0;3;0;0.1;23;0.1;4.6;0;5;25.8
Groente, fruit, peulvruchten;Bieten Na- blik/glas ;groentelepel punt;50;36;1;8;0;0;0;0;0;0;0;2.9;62;22;0.3;13;0;0.34;500;31;1;0.05;0.05;0.04;0;3;0;0.1;36;0.1;8;0;4;31
Groente, fruit, peulvruchten;Bieten rauw ;middel;85;32;2;6;0;0;0;0;0;0;0;2.9;70;10;0.4;14;0;0.4;400;40;1;0.05;0.05;0.05;0;2;0;0.1;19;0.1;6;0;8;20
Groente, fruit, peulvruchten;Bladgroente rauw ;dessertschaaltje;70;14;1;2;0;0;0;0;0.1;0;0;1.7;14;28;0.9;14;0;0.19;361;32;112;0.05;0.05;0.08;0;23;0;0.5;30;0.4;1.5;0.6;5;26.7
Groente, fruit, peulvruchten;Bleekselderij gekookt mz ;groentelepel punt;55;12;1;2;0;0;0;0;0;0;0;2;250;80;0.5;4;3;0.1;400;40;0;0.08;0.15;0.06;0;10;0;0.2;7;0.8;1;1;4;40
Groente, fruit, peulvruchten;Bleekselderij gekookt zz ;groentelepel punt;55;12;1;2;0;0;0;0;0;0;0;2;150;80;0.5;4;3;0.1;400;40;0;0.08;0.15;0.06;0;10;0;0.2;7;0.8;1;1;4;40
Groente, fruit, peulvruchten;Bleekselderij rauw ;stokje;60;12;1;2;0;0;0;0;0;0;0;1.8;150;80;0.5;12;0;0.1;400;40;241;0.08;0.15;0.1;0;25;0;0.2;12;0.8;1;1;4;40
Groente, fruit, peulvruchten;Bloemkool gekookt mz ;groentelepel punt;55;14;2;2;0;0;0;0;0;0;0;1.5;250;21;0.3;8;0;0.17;252;44;0;0.06;0.07;0.11;0;41;0;0.1;55;0.6;1;0.5;8;22
Groente, fruit, peulvruchten;Bloemkool gekookt zz ;groentelepel punt;55;14;2;2;0;0;0;0;0;0;0;1.5;8;21;0.3;8;0;0.17;252;44;0;0.06;0.07;0.11;0;41;0;0.1;55;0.6;1;0.5;8;22
Groente, fruit, peulvruchten;Bloemkool rauw ;schaaltje;70;24;2;4;0;0;0;0;0;0;0;2.3;8;29;0.3;12;0;0.4;250;30;1;0.05;0.07;0.2;0;29;0;0.2;44;0.6;3;1;8;15
Groente, fruit, peulvruchten;Boerenkool diepvries gekookt ;groentelepel punt;85;32;2;3;2;0;1;0;0.1;0;0;2.5;10;150;1;13;1;0.48;225;45;422;0.04;0.1;0.12;0;15;0;1.3;52;;0;2.5;8;22.5
Groente, fruit, peulvruchten;Boerenkool gekookt mz ;groentelepel punt;85;41;4;4;1;0;1;0;0.1;0;0;2.5;250;180;1;8;2;0.2;160;80;422;0.1;0.22;0.15;0;40;0;1.3;50;1.5;0;4;16;20
Groente, fruit, peulvruchten;Boerenkool gekookt zz ;groentelepel punt;85;41;4;4;1;0;1;0;0.1;0;0;2.5;50;180;1;8;2;0.2;160;80;422;0.1;0.22;0.15;0;40;0;1.3;50;1.5;0;4;16;20
Groente, fruit, peulvruchten;Boerenkool glas ;groentelepel punt;85;27;3;1;1;0;1;0;0.1;0;0;2.5;;159;0.6;13;1;0.48;197;47;422;0.01;0.07;0.06;0;;0;4.2;50;1.5;0;1.3;13;14.7
Groente, fruit, peulvruchten;Boerenkool rauw ;struik;300;41;4;4;1;0;1;0;0.1;0;0;2.5;50;180;1;34;2;0.4;400;80;333;0.02;0.2;0.22;0;100;0;1.7;;1.5;0;4;16;20
Groente, fruit, peulvruchten;Bonen blackeyepesie gedr ;eetlepel punt;15;358;23;62;2;0;2;0;0.4;0;0;4.4;22;75;5.8;;;;958;430;0;1.05;0.21;0.42;0;0;0;;460;2.2;2;60;92;18.7
Groente, fruit, peulvruchten;Bonen bruine/witte gekt mz ;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;250;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3
Groente, fruit, peulvruchten;Bonen bruine/witte gekt zz ;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;2;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3
Groente, fruit, peulvruchten;Bonen kidney rode gedroogd ;kopje;125;249;22;37;1;0;1;0;0.3;0;0;23.4;18;100;6.4;150;16;3;1.37;410;0;0.65;0.19;0.4;0;4;0;0.5;95;2.1;2.4;34.5;88;18.6
Groente, fruit, peulvruchten;Bonen witte/bruine gedroogd ;kopje;105;270;20;43;2;0;2;0;0.4;0;0;28.6;2;80;5;148;9;2;1.25;400;0;0.6;0.1;0.35;0;0;0;0.5;;2;1;42;80;20
Groente, fruit, peulvruchten;Bosbessen ;dessertschaaltje;100;28;1;6;0;0;0;0;0;0;0;7.3;1;15;1;2;1;0.1;80;15;1;0.01;0.02;0.04;0;10;0;1.9;11;0.4;6;0;4;15
Groente, fruit, peulvruchten;Bosbessen op siroop ;dessertschaaltje;125;76;1;18;0;0;0;0;0;0;0;3.6;0;25;4.7;5;0;0.2;130;27;0;0.01;0.03;0.11;0;10;0;1;2;0.2;18.3;0;3;38.6
Groente, fruit, peulvruchten;Bosuitje rauw ;stuks;35;27;1;6;0;0;0;0;0;0;0;1.8;10;24;0.3;10;1;0.34;180;40;0;0.03;0.01;0.17;0;6;0;0.1;10;0.2;5.6;0;4;36.4
Groente, fruit, peulvruchten;Bramen ;dessertschaaltje;125;37;1;6;1;0;1;0;0.3;0;0;7.3;2;60;1;30;0;0;185;25;12;0.03;0.04;0.03;0;12;0;2.4;25;0.4;6;0;4;25
Groente, fruit, peulvruchten;Broccoli gekookt mz ;groentelepel punt;50;20;3;2;0;0;0;0;0;0;0;4.1;250;76;1;13;0;0.4;220;60;164;0.06;0.2;0.13;0;34;0;1.1;65;0.6;2;0;12;20
Groente, fruit, peulvruchten;Broccoli gekookt zz ;groentelepel punt;50;20;3;2;0;0;0;0;0;0;0;4.1;6;76;1;13;0;0.4;220;60;164;0.06;0.2;0.13;0;34;0;1.1;65;0.6;2;0;12;20
